listing_url,canonical_url,list_id,title,description,posted_at,ad_status,is_featured,category_name,price,price_display,currency,price_per_sqft,region,area,state,full_address,postcode,latitude,longitude,transaction_type,property_type,property_sub_type,size_sqft,land_area,land_area_unit,bedrooms,bathrooms,carpark,floor_range,total_floors_unit,furnishing,condition,facing_direction,unit_type,is_tenanted,tenure_type,remaining_tenure,land_title,strata_title,maintenance_fee,assessment_tax,deposit_months,utility_deposit_months,mortgage_estimate,mortgage_rate,facilities_list,nearby_bus_stops,nearby_schools,nearby_parks,nearby_hospitals,nearby_shopping,development_name,development_url,developer,completion_year,total_floors,total_units,image_urls,image_count,seller_name,seller_type,seller_profile_url,seller_logo_url,ren_number,firm_license,is_verified,total_ads,agent_phone,agent_whatsapp,og_title,og_description,og_image,meta_description,source,scraped_at,raw_attributes
https://www.mudah.my/1-539-kps-pelangi-mall-condominium-kota-bharu-high-floor-river-view-114125592.htm,https://www.mudah.my/1-539-kps-pelangi-mall-condominium-kota-bharu-high-floor-river-view-114125592.htm,134073499,"1,539 Kps Pelangi Mall Condominium, Kota Bharu | High Floor River View","Pelangi Mall Condominium, Kota Bharu, Kelantan | High Floor River View + Income Ready<br><br>Benefits:<br>** Level 21 river view — view “lega”, angin cantik, vibe premium<br>** Fully furnished — tak perlu modal besar, boleh terus buat homestay / sewa<br>** 4 bilik betul-betul usable — siap bilik kecil style twin + built-in wardrobe<br>** Built-up besar 1,539 sqft (strata title) — rare size untuk apartment Kota Bharu<br>** Sesuai untuk Airbnb / homestay / rental — unit besar, fully furnished, lokasi tengah bandar<br>.<br>Details:<br>** Condominium (High Floor Unit)<br>** Leasehold Rezab Melayu (end 2105 – baki ±79 tahun)<br>** Built-Up: ±1,539 sqft (Strata Title)<br>** 4 Bedrooms | 3 Bathrooms<br>** View: River View<br>** Condition: Fully Furnished (ready stay / ready rent)<br>** Extra: Built-in wardrobe + study area + water heater<br>** Occupancy: Vacant<br>** Car Park: 1<br>.<br>Facilities:<br>** Pelangi Mall & kemudahan bandar Kota Bharu (kedai makan, bank, groceries)<br>** Lokasi pusat bandar — senang untuk urusan harian & tarik penyewa<br>** Sesuai untuk family / kerja / staycation sebab unit luas<br>** Riverfront vibe — appeal kuat untuk guest & Airbnb market<br>.<br>Access:<br>** Jalan Post Office Lama<br>** Jalan Sultan Yahya Petra<br>** Jalan Pengkalan Chepa<br>** Jalan Kuala Krai<br>.<br>Asking Price : RM280,000 (Negotiable)<br>.<br>For more info or viewing session, please contact me:<br>.<br>FARID ZAIN<br>013-9979964 (Call/Sms/WhatsApp) <br>REN 20072<br>.<br>Homefield Real Estate Sdn Bhd",,,,Apartment / Condominium,280000.0,"RM 280,000",MYR,,kelantan,,Kelantan,"Jalan Post Office Lama, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",20072,,,For Rent,condo,,1539,,,4,3,,,,,,,,,,,,,,,,,,4.0,,,,,,,More on Pelangi Mall Condominium,https://www.mudah.my/property/properties-in-pelangi-mall-condominium-kelantan,,,,,"[""https://cdn.rnudah.com/images/plain/041ea95cb2ae0ee75f65e87758d60c13-2973620237943470334.jpg""]",1,,,,,20072,"VEPM - 10028, REN 20072 All ads from this advertiser (15 For Sale, 1 For Rent) Mortgage Estimation RM 1,116 Estimated monthly installment (Interest rate 4.0%) Property Price Loan Interest (%) Loan Amount Loan Tenure (Ye * This is for reference only and is not a quote. Results vary according to different financial institutions. Mudah.my doesn't guarantee it's accuracy or applicability to your circumstances. Is this your ad? Manage it using these links: Edit Delete Sold Bump Share This Ad Is this ad suspicious or inappropriate? Report this Ad ( List-ID: 114125592 ) Contact Agent Farid Zain Property agent – Agent ID Checked BC Property Consultants Sdn Bhd Firm: VEPM - 10028, REN 20072 All ads from this advertiser (15 For Sale, 1 For Rent) Mortgage Estimation RM 1,116 Estimated monthly installment (Interest rate 4.0%) Property Price Loan Interest (%) Loan Amount Loan Tenure (Ye * This is for reference only and is not a quote. Results vary according to different financial institutions. Mudah.my doesn't guarantee it's accuracy or applicability to your circumstances. Is this your ad? Manage it using these links: Edit Delete Sold Bump Share This Ad Is this ad suspicious or inappropriate? Report this Ad ( List-ID: 114125592 ) More picks below Back to Top",True,15,,,"Condominium for Sale, 4 Bedroom, 1539 sq.ft, Pelangi Mall Condominium, Kota Bharu, Kelantan 114125592 | Mudah.my","Explore Condominium for Sale for RM 280,000 in Pelangi Mall Condominium, Kota Bharu, Kelantan. 1539 sq.ft, 4 Bedroom, 3 Bathroom, Leasehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, ID 114125592. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/041ea95cb2ae0ee75f65e87758d60c13-2973620237943470334.jpg,"Explore Condominium for Sale for RM 280,000 in Pelangi Mall Condominium, Kota Bharu, Kelantan. 1539 sq.ft, 4 Bedroom, 3 Bathroom, Leasehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, ID 114125592. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:16:52.762632+00:00,
https://www.mudah.my/1-unit-condominium-bayan-residency-untuk-di-jual-sewa-114224148.htm,https://www.mudah.my/1-unit-condominium-bayan-residency-untuk-di-jual-sewa-114224148.htm,134183359,1 Unit Condominium Bayan Residency untuk di jual/ sewa,"1 Unit Condominium Bayan Residency untuk di jual/ sewa<br><br>Apartment fully furnished untuk di jual/ sewa berdekatan simpang 4 cherang wau bulan. Sesuai untuk dijadikan homestay atau sewa sebagai menjana pendapatan sampingan.<br><br># 3 bilik dan 2bilik air<br>#1 parking<br>#1 Air Cond ruang tamu dan 1 Air Cond Master bedroom<br># Security<br># Kipas siling di semua ruangan rumah <br># Grilled pintu & sliding door<br><br>Kemudahan berhampiran:<br>(1). 400 meter sk tapang<br>(2).1.8km komplek belia dan sukan<br>(3).1.8km JPJ panji<br>(4).3.4km Hospital Raja Perempuan Zainab ll<br>(5).4.3km bandar Kota Bharu (10 minit)<br>(6).4.5km HUSM Kubang Kerian (15 minit)<br>(7).9km Sultan Ismail Petra int. Airport<br>(8).15 minit ke Aeon, KB Mall<br><br><br>call/ whatsapp : 012-5774195",,,,Apartment / Condominium,348000.0,"RM 348,000",MYR,,kelantan,,Kelantan,"Jalan Hospital, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",15000,,,For Rent,condo,,950,,,3,2,,,,,,,,,,,,,,,,,,4.0,,,,,,,More on Bayan Residency,https://www.mudah.my/property/properties-in-bayan-residency-kelantan,SBJ BINAJAYA DEVELOPMENT SDN. BHD.,,,,"[""https://cdn.rnudah.com/images/plain/794e48eb81ad85f90d06da33a7a50ef1-2975095224179412373.jpg"", ""https://cdn.rnudah.com/images/plain/3f28150ab3aa50914953ad742ade4de0-2975095236722552836.jpg"", ""https://cdn.rnudah.com/images/plain/15a1cce5d13f353fa3cecaa9a929c3e3-2975095254255202308.jpg"", ""https://cdn.rnudah.com/images/plain/f0205588f9073be954c36ece79b6132c-2975097145172881412.jpg"", ""https://mcdn.mudah.my/static-assets/images/adview/parking.svg"", ""https://mcdn.mudah.my/static-assets/images/adview/stores.svg""]",6,,,,,,,,,,,"Condominium for Sale, 3 Bedroom, 950 sq.ft, Bayan Residency, Kota Bharu, Kelantan 114224148 | Mudah.my","Explore Condominium for Sale for RM 348,000 in Bayan Residency, Kota Bharu, Kelantan. 950 sq.ft, 3 Bedroom, 2 Bathroom, Leasehold, Parking, Security, Lift, Playground, Multipurpose hall, ID 114224148. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/794e48eb81ad85f90d06da33a7a50ef1-2975095224179412373.jpg,"Explore Condominium for Sale for RM 348,000 in Bayan Residency, Kota Bharu, Kelantan. 950 sq.ft, 3 Bedroom, 2 Bathroom, Leasehold, Parking, Security, Lift, Playground, Multipurpose hall, ID 114224148. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:17:21.655415+00:00,
https://www.mudah.my/for-sale-condominium-permai-kota-bharu-108428032.htm,https://www.mudah.my/for-sale-condominium-permai-kota-bharu-108428032.htm,127754518,[For Sale] Condominium Permai Kota Bharu,"Highlights:<br><br>-Generously sized 3-bedroom unit, ideal for family living<br>-Sleek, contemporary design with premium finishes throughout<br>-Enjoy a refreshing swim anytime with the indoor pool<br>-Fully outfitted gym to support your active lifestyle<br>-Safe and enjoyable children's playground within the complex<br>-24/7 security ensuring a secure environment<br><br>Location Benefits:<br><br>-Strategically situated on Jalan Kuala Krai, Kota Bharu<br>-Close to malls (KB Malls, Aeon Malls, Lotus), schools, and convenient public transport options<br>-Quick and easy access to major highways<br><br>Price : RM330,000 (Negotiable)<br><br>For serious buyer, please contact 012-9553688 (Awie)",,,,Apartment / Condominium,330000.0,"RM 330,000",MYR,,kelantan,,Kelantan,"Jalan Kuala Kerai, 15150 Kota Bharu, Kelantan",15150,,,For Rent,condo,,1128,,,3,2,,,,,,,,,,,,,,,,,,4.0,,,,,,,More on Permai Condominium,https://www.mudah.my/property/properties-in-permai-condominium-kelantan,,,,,"[""https://cdn.rnudah.com/images/plain/ed22280d48c37515a81e47a1fb92a239-2897443602257514297.jpg"", ""https://cdn.rnudah.com/images/plain/ba7469f5efe38cdc4ea049a06cef53a7-2897443608347840313.jpg"", ""https://cdn.rnudah.com/images/plain/9b5cdc8b35713c416ceacbfde8ee764a-2897886989590380226.jpg"", ""https://cdn.rnudah.com/images/plain/5a6d54aa791e76cce6147e725afec9e5-2897887017015782661.jpg"", ""https://cdn.rnudah.com/images/plain/fa77260a2655bb1ba12dbc14524e77ab-2897887027099217157.jpg"", ""https://mcdn.mudah.my/static-assets/images/adview/freehold.svg"", ""https://mcdn.mudah.my/static-assets/images/adview/parking.svg"", ""https://mcdn.mudah.my/static-assets/images/adview/stores.svg"", ""https://mcdn.mudah.my/static-assets/images/adview/road.svg"", ""https://mcdn.mudah.my/static-assets/images/adview/pool.svg"", ""https://www.facebook.com/tr?id=632307416906311&ev=ViewContent&cd[content_type]=product&cd[content_ids]=108428032&cd[value]=330000&cd[currency]=MYR&cd[content_category]=2000%20%7C%20properties&noscript=1""]",11,,,,,,,,,,,"Condominium for Sale, 3 Bedroom, 1128 sq.ft, Permai Condominium, Kota Bharu, Kelantan 108428032 | Mudah.my","Explore Condominium for Sale for RM 330,000 in Permai Condominium, Kota Bharu, Kelantan. 1128 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Squash Court, ID 108428032. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/ed22280d48c37515a81e47a1fb92a239-2897443602257514297.jpg,"Explore Condominium for Sale for RM 330,000 in Permai Condominium, Kota Bharu, Kelantan. 1128 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Squash Court, ID 108428032. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:17:24.565653+00:00,
https://www.mudah.my/for-sale-untuk-dijual-bayan-residency-condominium-kota-bharu-114666712.htm,https://www.mudah.my/for-sale-untuk-dijual-bayan-residency-condominium-kota-bharu-114666712.htm,134680394,For sale / Untuk dijual Bayan Residency Condominium Kota Bharu,"Bayan Residency For Sale / Untuk Dijual Fully Furnished<br><br>- Fully furnished ( seperti di dalam gambar )<br>- 3 Bilik Tidur/ 1 Ruang Tamu/ 1 Ruang Dapur/ 2 Bilik Air<br>- 3 Aircond<br>- Water Heater<br>- Kipas siling di semua ruangan rumah (4 biji kesemuanya)<br>- Grilled pintu & sliding door<br>- Termasuk lot parking.<br><br>* Kemudahan berhampiran:<br><br>- 15 minit ke airport<br>- 15 minit ke Hospital Universiti Sains Malaysia (HUSM)<br>- 15 minit ke Aeon, Kb Mall<br>- 10 minit ke Bandar Kota Bharu<br><br>*Maklumat Penjualan :<br><br>- RM295,000<br><br><br><br>Sebarang Pertanyaan Sila Hubungi :-<br><br>IRFAN - 01129357408",,,,Apartment / Condominium,295000.0,"RM 295,000",MYR,,kelantan,,Kelantan,"Jalan Hospital, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",15000,,,For Rent,condo,,882,,,3,2,,,,,,,,,,,,,,,,,,4.0,,,,,,,More on Bayan Residency,https://www.mudah.my/property/properties-in-bayan-residency-kelantan,SBJ BINAJAYA DEVELOPMENT SDN. BHD.,,,,"[""https://cdn.rnudah.com/images/plain/6de17fb1105b00e0e5490024170f4c91-2982839344947636585.jpg"", ""https://cdn.rnudah.com/images/plain/9740b75c7b79533f13dd88c5adb60614-2982839345222162639.jpg"", ""https://cdn.rnudah.com/images/plain/43cc67d797685a98c011bb28191b842c-2982839345618856297.jpg"", ""https://cdn.rnudah.com/images/plain/f7261b6d79ee8c6c9235019cb1383744-2982839345769916777.jpg"", ""https://cdn.rnudah.com/images/plain/a20468fb8e8abeaf31d5f3109b5dc44b-2982839344920107215.jpg""]",5,,,,https://img.rnudah.com/stores/logo_1017974_ylc.jpg,,,,,,,"Condominium for Sale, 3 Bedroom, 882 sq.ft, Bayan Residency, Kota Bharu, Kelantan 114666712 | Mudah.my","Explore Condominium for Sale for RM 295,000 in Bayan Residency, Kota Bharu, Kelantan. 882 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, Parking, Security, Lift, Playground, ID 114666712. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/6de17fb1105b00e0e5490024170f4c91-2982839344947636585.jpg,"Explore Condominium for Sale for RM 295,000 in Bayan Residency, Kota Bharu, Kelantan. 882 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, Parking, Security, Lift, Playground, ID 114666712. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:16:52.027629+00:00,
https://www.mudah.my/kondominium-kota-sri-mutiara-untuk-dijual-114738405.htm,https://www.mudah.my/kondominium-kota-sri-mutiara-untuk-dijual-114738405.htm,134759953,Kondominium Kota Sri Mutiara Untuk Dijual,"HARGA MASIH BOLEH NEGO<br><br>DISERTAKAN PERABOT DAN SEGALA KELENGKAPAN<br><br>sesuai untuk <br>-warga kelantan yang mahukan akses ke kota bharu dengan cepat<br>- baru berkeluarga <br>- ingin buat bisnes homestay<br>- sebelum ni owner pernah buat bisnes homestay (rm200 x 20 hari average )<br><br>Lokasi D'Sella Homestay<br>-17C,Kota Sri Mutiara Condominium,Jalan Sultan Yahya Petra,,15050 .<br><br>Kemudahan/Kelengkapan di D'Sella Homestay<br>- Mempunyai 3 bilik tidur dan 2 bilik air<br>- Selain katil, disediakan tilam dan bantal extra<br>- Semua bilik tidur disediakan aircond<br>- Towel, almari, sejadah, iron dan lain2 lagi.<br>- Tempat memasak<br>- Mesin Basuh<br>- Akses kepada Club Owner, Kolam Renang Hotel, Gimnasium, <br>Pusat Kecergasan, Sauna, Jakuzi, Tennis & Badminton Court dan banyak lagi<br>- Kad Akses<br>- 2 tempat letak kereta<br><br>Lokasi berdekatan:<br>- 500 m ke Stesen Bas & Teksi <br>-1.1 km ke  Mall (KBMall)<br>-3.3 km ke AEONMall <br>-2.3 km ke TESCO <br>-5.7 km ke Uptown Wakaf Che Yeh<br>-8 km ke Lapangan Terbang Sultan Ismail Petra<br>-2.20 km ke Pasar Besar Siti Khadijah<br>-2.44 km ke Muzium Kraftangan<br>-13.8 km ke Pantai Cahaya Bulan<br><br>01169569661",,,,Apartment / Condominium,329000.0,"RM 329,000",MYR,,kelantan,,Kelantan,"Jalan Sultan Yahya Petra, Bandar Kota Bharu, 15150 Kota Bharu, Kelantan",15050,,,For Rent,condo,,1380,,,3,2,,,,,,,,,,,,,,,,,,4.0,,,,,,,More on Kota Sri Mutiara,https://www.mudah.my/property/properties-in-kota-sri-mutiara-kelantan,,,,,"[""https://cdn.rnudah.com/images/plain/9a2cfc14c3d642fe6f9694ddb404cc52-2983938205199538885.jpg"", ""https://cdn.rnudah.com/images/plain/9a90d26f431ad1f433a661a91d00e073-2983938219209759429.jpg"", ""https://cdn.rnudah.com/images/plain/bde65e057d867b453c3424609617c7bd-2983938554453919768.jpg"", ""https://cdn.rnudah.com/images/plain/2b693029f85be2d1f044080b388546fc-2983938227313285829.jpg"", ""https://cdn.rnudah.com/images/plain/cf5ac2267f72f19f2fadf31009859fba-2983938241892752069.jpg""]",5,,,,,,,,,,,"Condominium for Sale, 3 Bedroom, 1380 sq.ft, Kota Sri Mutiara, Kota Bharu, Kelantan 114738405 | Mudah.my","Explore Condominium for Sale for RM 329,000 in Kota Sri Mutiara, Kota Bharu, Kelantan. 1380 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, ID 114738405. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/9a2cfc14c3d642fe6f9694ddb404cc52-2983938205199538885.jpg,"Explore Condominium for Sale for RM 329,000 in Kota Sri Mutiara, Kota Bharu, Kelantan. 1380 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, ID 114738405. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:16:51.776467+00:00,
https://www.mudah.my/kondominium-permai-untuk-dijual-114179089.htm,https://www.mudah.my/kondominium-permai-untuk-dijual-114179089.htm,134133169,Kondominium Permai Untuk Dijual ,"Kondominium Permai terletak di tengah bandar Kota Bharu. Lokasi strategik, berdekatan pusat membeli-belah, ipta, ipts, hospital hrpz 2 dan bank.<br>Bebas banjir, air paip lancar, pegangan bebas selamanya dan binaan luas.",,,,Apartment / Condominium,288000.0,"RM 288,000",MYR,,kelantan,,Kelantan,,,,,For Rent,condo,,1150,,,3,2,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,"[""https://cdn.rnudah.com/images/plain/b4570deecf1775abaabae8ff12cfe8a0-2974386046886444754.jpg"", ""https://cdn.rnudah.com/images/plain/c0fd7c262ad06c65c280f42bea7fef9b-2974386049369378927.jpg"", ""https://cdn.rnudah.com/images/plain/54917567839997b76a8225c192b39f34-2974386051550641874.jpg"", ""https://cdn.rnudah.com/images/plain/f7deab5f98cd8eda18cb5ae031a1eb15-2974386055778696914.jpg"", ""https://cdn.rnudah.com/images/plain/54615f5803d097c53679f7b5d69f3ddb-2974386057775091823.jpg"", ""https://mcdn.mudah.my/static-assets/images/adview/freehold.svg"", ""https://mcdn.mudah.my/static-assets/images/adview/parking.svg"", ""https://mcdn.mudah.my/static-assets/images/adview/stores.svg"", ""https://mcdn.mudah.my/static-assets/images/adview/road.svg""]",9,,,,,,,,,,,"Condominium for Sale, 3 Bedroom, 1150 sq.ft, kondominium Permai , Kota Bharu, Kelantan 114179089 | Mudah.my","Explore Condominium for Sale for RM 288,000 in kondominium Permai , Kota Bharu, Kelantan. 1150 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, ID 114179089. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/b4570deecf1775abaabae8ff12cfe8a0-2974386046886444754.jpg,"Explore Condominium for Sale for RM 288,000 in kondominium Permai , Kota Bharu, Kelantan. 1150 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, ID 114179089. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:17:12.102783+00:00,
https://www.mudah.my/kondominium-untuk-dijual-special-price-114125341.htm,https://www.mudah.my/kondominium-untuk-dijual-special-price-114125341.htm,134063718,Kondominium untuk dijual special price,Kondominium empat bilik ..Harga termasuk perabot..Boleh terus menginap atau boleh juga jika untuk dijadikan  aset untuk disewa..siap perabot..view cantik memgadap sungai..rumah juga privasi sebab lot paling tepi,,,,Apartment / Condominium,280000.0,"RM 280,000",MYR,,kelantan,,Kelantan,"Jalan Post Office Lama, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",15000,,,For Rent,condo,,1564,,,4,3,,,,,,,,,,,,,,,,,,4.0,,,,,,,More on Pelangi Mall Condominium,https://www.mudah.my/property/properties-in-pelangi-mall-condominium-kelantan,,,,,"[""https://cdn.rnudah.com/images/plain/e5507c033bf5393677f96bc76846f196-2973398403332685634.jpg""]",1,,,,,,,,,,,"Condominium for Sale, 4 Bedroom, 1564 sq.ft, Pelangi Mall Condominium, Kota Bharu, Kelantan 114125341 | Mudah.my","Explore Condominium for Sale for RM 280,000 in Pelangi Mall Condominium, Kota Bharu, Kelantan. 1564 sq.ft, 4 Bedroom, 3 Bathroom, Leasehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, ID 114125341. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/e5507c033bf5393677f96bc76846f196-2973398403332685634.jpg,"Explore Condominium for Sale for RM 280,000 in Pelangi Mall Condominium, Kota Bharu, Kelantan. 1564 sq.ft, 4 Bedroom, 3 Bathroom, Leasehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, ID 114125341. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:16:57.795327+00:00,
https://www.mudah.my/kota-sri-mutiara-billion-freehold-3r2b-condo-114437564.htm,https://www.mudah.my/kota-sri-mutiara-billion-freehold-3r2b-condo-114437564.htm,134420684,Kota Sri Mutiara (Billion) Freehold 3R2B Condo,"Next to Departmental Store and Renai Hotel<br>Opposite school,Watson, Alpro and variaties of shops<br>Price negotiable ",,,,Apartment / Condominium,330000.0,"RM 330,000",MYR,,kelantan,,Kelantan,"Jalan Sultan Yahya Petra, Bandar Kota Bharu, 15150 Kota Bharu, Kelantan",15150,,,For Rent,condo,,1250,,,3,2,,,,,,,,,,,,,,,,,,4.0,,,,,,,More on Kota Sri Mutiara,https://www.mudah.my/property/properties-in-kota-sri-mutiara-kelantan,,,,,"[""https://cdn.rnudah.com/images/plain/0afd4aeb15cfe964ef683baff16fb9da-2979081503707974959.jpg"", ""https://cdn.rnudah.com/images/plain/fb490a9787a9ec69f9d0bb581307434d-2979081509823724480.jpg"", ""https://cdn.rnudah.com/images/plain/ea6ac6e4940f70cffabc14712956ce12-2979081668293381423.jpg"", ""https://cdn.rnudah.com/images/plain/05a31f42f683132a9455b66c3b92b57d-2979081520535653679.jpg"", ""https://cdn.rnudah.com/images/plain/02003df1c4e83e29c48f9bce7620eafc-2979081513296673728.jpg""]",5,,,,,,,,,,,"Condominium for Sale, 3 Bedroom, 1250 sq.ft, Kota Sri Mutiara, Kota Bharu, Kelantan 114437564 | Mudah.my","Explore Condominium for Sale for RM 330,000 in Kota Sri Mutiara, Kota Bharu, Kelantan. 1250 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, Parking, Security, Lift, Swimming Pool, Gymnasium, Minimart, ID 114437564. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/0afd4aeb15cfe964ef683baff16fb9da-2979081503707974959.jpg,"Explore Condominium for Sale for RM 330,000 in Kota Sri Mutiara, Kota Bharu, Kelantan. 1250 sq.ft, 3 Bedroom, 2 Bathroom, Freehold, Parking, Security, Lift, Swimming Pool, Gymnasium, Minimart, ID 114437564. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:17:26.399724+00:00,
https://www.mudah.my/pelangi-mall-condominium-114754407.htm,https://www.mudah.my/pelangi-mall-condominium-114754407.htm,134776657,pelangi mall condominium,📍 Pelangi Mall nearby<br><br>• 🕌 Masjid Muhammadi – 3 mins<br>• 🛍️ Pasar Siti Khadijah – 5 mins<br>• 🏬 KB Mall – 15 mins<br>• 🛒 AEON Mall Kota Bharu – 10 mins<br>• 🛒 Lotus’s Kota Bharu – 10 mins<br>• 🏟️ Stadium Sultan Muhammad IV – 15 mins<br><br>Harga boleh deal inshaallah 🤙🏻 <br>Direct owner ✅ <br>Baru siap renovated <br><br>Apa² boleh contact O1998O74O5<br>,,,,Apartment / Condominium,349000.0,"RM 349,000",MYR,,kelantan,,Kelantan,"Jalan Post Office Lama, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",15000,,,For Rent,condo,,1050,,,3,2,,,,,,,,,,,,,,,,,,4.0,,,,,,,More on Pelangi Mall Condominium,https://www.mudah.my/property/properties-in-pelangi-mall-condominium-kelantan,,,,,"[""https://cdn.rnudah.com/images/plain/152dd3f1d9fae47eb14b8d83a95a3ea0-2984123643852921541.jpg""]",1,,,,,,,,,,,"Condominium for Sale, 3 Bedroom, 1050 sq.ft, Pelangi Mall Condominium, Kota Bharu, Kelantan 114754407 | Mudah.my","Explore Condominium for Sale for RM 349,000 in Pelangi Mall Condominium, Kota Bharu, Kelantan. 1050 sq.ft, 3 Bedroom, 2 Bathroom, Leasehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, ID 114754407. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/152dd3f1d9fae47eb14b8d83a95a3ea0-2984123643852921541.jpg,"Explore Condominium for Sale for RM 349,000 in Pelangi Mall Condominium, Kota Bharu, Kelantan. 1050 sq.ft, 3 Bedroom, 2 Bathroom, Leasehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, ID 114754407. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:16:58.486329+00:00,
https://www.mudah.my/pelangi-mall-condominium-114846599.htm,https://www.mudah.my/pelangi-mall-condominium-114846599.htm,134882319,pelangi mall condominium,"Kondominium Pelangi Mall View Sungai Kelantan<br>RM430K<br><br>Keluasan 1600 Sq ft<br>4 Bilik | 3 Bilik Air<br>1 Parking Lot Tingkat 8<br>Swimming Pool<br>Playground | Gym<br>Sekuriti 24 jam<br><br>Kemudahan :<br><br>500 Meter Ke Padang Merdeka<br>500 Meter Ke Masjid Muhammadi<br>700 Meter Ke Jabatan Kastam Diraja Malaysia<br>700 Meter Ke Tambatan Diraja, Kota Bharu<br>800 Meter Ke Pasar Kubang Pasu<br>850 Meter Ke Istana Jahar<br>2.4 Km Ke Kbmall<br>2.9 Km Ke HRPZ (||)<br>3.7 Km Ke Lotus | Aeon Mall<br><br>Kondominium Berkeluasan Banglo & Sangat Besar.<br> Sesuai Dijadikan Sebagai Pelaburan Masa Hadapan Mahupun Untuk Penginapan Sendiri.<br>Berminat Boleh wassap saya 0174027274<br><br><br>direct owner<br>harga boleh deal lagi",,,,Apartment / Condominium,430000.0,"RM 430,000",MYR,,kelantan,,Kelantan,"Jalan Post Office Lama, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",15000,,,For Rent,condo,,1600,,,4,3,,,,,,,,,,,,,,,,,,4.0,,,,,,,More on Pelangi Mall Condominium,https://www.mudah.my/property/properties-in-pelangi-mall-condominium-kelantan,,,,,"[""https://cdn.rnudah.com/images/plain/acafedc7e3545455a762ea596990557b-2985717556392422693.jpg""]",1,,,,,,,,,,,"Condominium for Sale, 4 Bedroom, 1600 sq.ft, Pelangi Mall Condominium, Kota Bharu, Kelantan 114846599 | Mudah.my","Explore Condominium for Sale for RM 430,000 in Pelangi Mall Condominium, Kota Bharu, Kelantan. 1600 sq.ft, 4 Bedroom, 3 Bathroom, Leasehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, ID 114846599. Find your next property on Mudah.my.",https://cdn.rnudah.com/images/plain/acafedc7e3545455a762ea596990557b-2985717556392422693.jpg,"Explore Condominium for Sale for RM 430,000 in Pelangi Mall Condominium, Kota Bharu, Kelantan. 1600 sq.ft, 4 Bedroom, 3 Bathroom, Leasehold, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, ID 114846599. Find your next property on Mudah.my.",mudah.my,2026-05-26T21:17:04.701558+00:00,
